id,host_id,neighbourhood,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
35797,153786,5,37,1,2,225,1,7,1.0,1.0,flexible,0,
56074,265650,6,15,1,3,42,4,150,1.0,2.0,moderate,60,10.0
61792,299558,6,26,3,2,68,2,21,1.0,1.0,moderate,52,10.0
70644,212109,4,2,1,2,62,6,180,1.0,1.0,moderate,102,10.0
107078,540705,11,29,1,2,243,4,365,1.0,1.0,strict_14_with_grace_period,10,10.0
131610,647454,4,31,3,2,93,1,730,1.0,1.0,flexible,0,
165772,790208,11,26,1,14,62,2,365,4.0,10.0,strict_14_with_grace_period,266,10.0
171109,816295,3,2,3,2,15,4,21,1.0,0.0,strict_14_with_grace_period,70,10.0
180808,36836,6,29,1,2,61,3,365,1.0,1.0,strict_14_with_grace_period,35,10.0
187030,899360,6,2,1,6,66,3,365,2.0,3.0,moderate,97,10.0
187745,899360,6,29,1,3,108,2,365,1.0,2.0,moderate,24,9.0
194937,899360,6,2,1,3,70,5,365,1.0,1.0,moderate,64,9.0
198778,970609,6,2,1,4,54,2,365,2.0,4.0,strict_14_with_grace_period,169,9.0
204887,998053,11,2,1,2,40,3,180,1.0,1.0,moderate,26,9.0
217685,184410,6,2,1,2,31,7,670,1.0,2.0,flexible,7,10.0
246057,1288063,6,2,1,5,85,1,30,2.0,4.0,flexible,247,10.0
247543,1297488,6,2,3,1,34,3,30,1.0,1.0,strict_14_with_grace_period,80,10.0
252618,1326107,6,2,3,2,16,5,1825,1.0,2.0,strict_14_with_grace_period,16,9.0
255354,855066,2,2,3,3,38,1,365,1.0,1.0,flexible,10,10.0
256555,790208,11,26,1,14,62,2,365,4.0,10.0,strict_14_with_grace_period,264,10.0
261897,1373924,6,2,1,3,70,2,1125,1.0,1.0,moderate,352,10.0
271048,1417206,11,2,1,2,101,5,365,2.0,1.0,strict_14_with_grace_period,13,10.0
276504,1444589,8,2,1,2,113,7,365,,1.0,flexible,0,
281134,196253,6,33,2,3,163,1,365,1.0,2.0,strict_14_with_grace_period,7,9.0
287940,1497087,6,22,1,2,57,1,1125,1.0,1.0,flexible,292,10.0
291804,1511568,3,2,3,1,34,2,14,1.0,1.0,flexible,0,
298873,1539548,6,2,1,4,108,3,180,2.0,2.0,moderate,120,10.0
312773,1608293,3,2,1,4,79,3,180,2.0,3.0,moderate,35,10.0
323030,970609,6,2,1,4,54,2,1125,2.0,3.0,strict_14_with_grace_period,176,10.0
324769,1661848,11,2,1,6,34,2,365,2.0,3.0,flexible,35,10.0
325812,1666388,6,2,3,2,38,3,10,1.0,1.0,flexible,106,10.0
326296,1664327,4,26,3,2,23,2,160,1.0,1.0,flexible,188,10.0
326475,1670032,6,2,1,4,40,7,31,2.0,2.0,strict_14_with_grace_period,95,10.0
326865,1671446,14,26,3,1,14,3,365,1.0,1.0,strict_14_with_grace_period,30,10.0
326885,1671446,14,26,3,1,14,3,360,1.0,1.0,strict_14_with_grace_period,21,10.0
329532,1681966,6,26,3,2,23,22,1125,1.0,2.0,strict_14_with_grace_period,0,
329776,1683373,14,26,3,2,22,2,1125,1.0,0.0,flexible,15,10.0
331788,1691633,6,2,1,2,87,3,1125,1.0,1.0,strict_14_with_grace_period,337,10.0
341479,1732353,3,2,1,3,26,1,1125,2.0,2.0,flexible,0,
347754,1762542,4,26,3,2,45,1,1125,1.0,,flexible,0,
350079,1773936,6,2,3,1,62,5,180,1.0,1.0,strict_14_with_grace_period,0,
357324,1808252,11,26,3,2,112,1,1125,1.0,1.0,flexible,0,
358441,1814320,3,2,1,4,42,3,1125,1.0,1.0,strict_14_with_grace_period,11,10.0
362583,1832239,6,2,1,4,77,2,1125,2.0,2.0,strict_14_with_grace_period,18,10.0
370092,618769,6,29,1,4,32,1,20,0.0,2.0,strict_14_with_grace_period,293,9.0
375032,1886913,6,4,3,16,68,1,14,6.0,13.0,strict_14_with_grace_period,45,9.0
382712,1918084,2,2,3,2,35,1,7,1.0,1.0,flexible,0,
382904,1915348,3,2,4,1,57,1,1125,1.0,1.0,flexible,0,
386265,1933252,4,2,3,2,15,3,365,1.0,1.0,moderate,9,9.0
394589,931849,6,2,3,1,17,90,360,1.0,1.0,flexible,23,10.0
395446,899360,6,15,1,2,117,3,1125,1.0,1.0,moderate,12,10.0
397408,1964369,11,2,1,3,54,2,30,2.0,3.0,moderate,161,10.0
400047,1905087,6,15,1,2,85,1,1125,1.0,1.0,strict_14_with_grace_period,9,10.0
422159,2099653,3,29,3,2,20,3,180,1.0,1.0,flexible,8,10.0
454077,2256144,6,2,3,1,28,1,1125,1.0,1.0,flexible,2,2.0
454693,1601561,6,2,1,4,68,1,1125,1.0,2.0,strict_14_with_grace_period,221,10.0
456242,1767559,10,26,3,1,45,3,90,1.0,1.0,moderate,2,10.0
456409,2269083,11,2,3,1,11,2,360,1.0,1.0,strict_14_with_grace_period,44,9.0
456461,2269083,11,2,4,1,19,2,180,1.0,1.0,strict_14_with_grace_period,61,10.0
457700,2275010,11,22,3,2,57,3,1125,0.0,2.0,strict_14_with_grace_period,4,10.0
458808,2281290,6,2,1,2,25,7,1125,1.0,2.0,flexible,9,9.0
486913,2409917,6,2,1,2,29,2,600,1.0,2.0,moderate,22,10.0
489774,2415111,11,2,1,6,108,4,1125,2.0,3.0,moderate,43,9.0
491412,2428947,11,2,3,1,60,7,25,1.0,1.0,flexible,0,
499553,1297488,6,2,1,7,249,3,30,4.0,6.0,strict_14_with_grace_period,23,10.0
517503,2547499,15,22,3,2,28,1,1125,1.0,1.0,flexible,111,10.0
521867,2566613,1,26,3,1,28,2,7,1.0,1.0,flexible,0,
527473,158585,6,2,1,4,146,1,180,2.0,3.0,strict_14_with_grace_period,166,10.0
555663,2732644,6,2,1,4,90,2,1125,2.0,2.0,strict_14_with_grace_period,26,10.0
561743,2761952,6,2,1,3,60,1,1125,1.0,1.0,strict_14_with_grace_period,2,10.0
567176,2336127,6,2,3,1,10,7,90,1.0,1.0,moderate,24,10.0
571166,196253,6,33,2,3,149,1,1125,1.0,1.0,strict_14_with_grace_period,1,10.0
579534,1326107,6,2,3,2,20,5,1825,1.0,2.0,strict_14_with_grace_period,8,9.0
583039,2872228,6,15,1,4,97,2,60,2.0,2.0,moderate,48,9.0
607833,1849414,7,2,3,2,22,3,365,1.0,1.0,strict_14_with_grace_period,6,10.0
608312,1969996,6,26,3,2,66,2,1125,1.0,1.0,moderate,28,10.0
609012,2944126,6,2,1,2,85,4,365,1.0,2.0,strict_14_with_grace_period,24,10.0
613181,3040937,6,2,1,4,98,3,365,2.0,2.0,strict_14_with_grace_period,182,9.0
617137,3059169,6,2,4,2,113,1,1125,1.0,1.0,flexible,0,
618711,2269083,11,2,4,1,10,2,120,1.0,1.0,strict_14_with_grace_period,60,9.0
628081,2991302,6,2,1,3,97,3,200,1.0,1.0,moderate,232,10.0
635324,264422,1,2,1,2,46,2,125,1.0,1.0,flexible,149,10.0
640803,3200155,1,26,1,5,371,4,21,2.0,2.0,strict_14_with_grace_period,22,10.0
642797,3151538,11,2,1,8,452,2,45,3.0,3.0,strict_14_with_grace_period,89,10.0
654040,3289927,11,15,3,1,33,3,1124,1.0,1.0,moderate,1,
654106,3289927,11,15,3,1,33,5,180,1.0,1.0,moderate,1,10.0
655422,3299226,15,26,1,12,40,2,120,4.0,6.0,moderate,63,9.0
670265,3373329,6,2,4,1,25,1,90,1.0,1.0,flexible,0,
691019,3531879,6,2,1,6,94,2,330,2.0,2.0,strict_14_with_grace_period,246,10.0
696031,3531879,11,2,1,4,59,15,330,2.0,2.0,strict_14_with_grace_period,144,9.0
696037,3531879,11,2,1,6,68,24,360,3.0,3.0,moderate,35,10.0
704779,2872228,6,15,1,2,70,2,60,1.0,1.0,moderate,15,9.0
712611,3648353,6,2,1,2,74,3,31,1.0,1.0,moderate,169,9.0
717874,3701050,6,2,3,1,79,1,1125,1.0,1.0,flexible,0,
728372,3777702,6,26,1,16,191,1,90,10.0,16.0,strict_14_with_grace_period,99,9.0
729898,1288063,6,2,1,3,72,1,30,1.0,2.0,moderate,271,10.0
736107,3800330,6,2,1,4,66,3,90,2.0,2.0,moderate,253,9.0
737328,3850198,6,33,2,2,62,3,730,1.0,1.0,moderate,20,10.0
741557,3850198,6,33,1,2,62,5,730,1.0,1.0,moderate,6,8.0
741564,3881522,6,26,3,2,17,4,90,1.0,1.0,strict_14_with_grace_period,82,9.0
741663,3882003,5,2,1,1,68,360,1095,1.0,,strict_14_with_grace_period,0,
757338,3991683,4,4,2,10,180,3,8,5.0,0.0,moderate,32,10.0
758602,3996052,3,2,3,1,35,1,1125,1.0,1.0,moderate,0,
760912,3817743,6,2,3,2,45,1,14,1.0,1.0,flexible,5,9.0
773150,4079778,4,34,1,3,51,3,1125,2.0,2.0,moderate,12,10.0
783080,1767559,10,26,3,1,34,1,90,1.0,1.0,flexible,1,10.0
783480,4129056,5,26,3,4,17,2,365,2.0,4.0,strict_14_with_grace_period,27,10.0
783609,4131894,6,29,1,5,106,3,120,1.0,3.0,moderate,76,10.0
783919,4133627,5,2,1,4,95,20,365,2.0,3.0,moderate,29,10.0
784107,3126571,6,2,3,2,24,2,30,1.0,1.0,flexible,58,10.0
796477,4195771,6,2,3,2,26,2,120,1.0,1.0,moderate,137,9.0
811088,76304,6,2,1,4,74,60,1125,2.0,2.0,moderate,14,10.0
822005,4316391,11,29,1,6,65,4,360,1.0,1.0,strict_14_with_grace_period,48,9.0
824016,4326326,6,2,1,2,45,4,180,1.0,1.0,moderate,46,9.0
826691,4326326,6,2,1,2,41,3,200,1.0,1.0,moderate,18,9.0
828714,4344353,4,2,1,4,85,1,1125,2.0,2.0,flexible,25,10.0
832805,3777702,6,26,3,2,23,1,1125,1.0,1.0,strict_14_with_grace_period,123,10.0
840176,2828190,11,2,3,2,15,1,1125,1.0,3.0,flexible,0,
844818,4410326,3,2,3,2,23,2,1125,1.0,0.0,moderate,8,10.0
858277,3200155,6,2,1,6,190,3,300,3.0,4.0,strict_14_with_grace_period,136,10.0
864999,3991683,4,26,3,2,28,3,8,1.0,0.0,moderate,21,9.0
865012,3850198,6,33,2,2,62,3,730,1.0,1.0,moderate,30,10.0
865017,3991683,4,26,3,2,29,3,8,1.0,1.0,moderate,5,9.0
865034,3991683,4,4,3,2,30,3,8,1.0,1.0,moderate,3,8.0
865045,3991683,4,4,2,2,32,3,15,1.0,1.0,moderate,11,9.0
865070,3991683,4,4,2,2,31,3,15,1.0,1.0,moderate,8,10.0
868843,3850198,6,33,2,2,56,4,730,1.0,1.0,moderate,27,10.0
868986,3850198,6,33,1,2,57,4,730,1.0,1.0,moderate,11,10.0
869063,3850198,6,33,2,2,57,3,730,1.0,1.0,moderate,17,10.0
883511,3777702,6,26,1,16,191,1,90,10.0,16.0,strict_14_with_grace_period,168,10.0
896522,4647293,6,2,1,2,62,2,365,1.0,1.0,flexible,172,10.0
898633,4796027,6,2,3,2,43,2,10,1.0,1.0,strict_14_with_grace_period,46,10.0
911088,2875548,6,2,3,1,64,1,1125,1.0,,flexible,0,
931771,5019262,4,26,3,2,16,1,1125,1.0,1.0,moderate,2,9.0
939721,4821807,6,29,1,3,96,3,365,1.0,2.0,strict_14_with_grace_period,394,10.0
958470,5215017,3,2,4,2,1439,1,30,1.0,2.0,flexible,0,
980600,4157866,15,31,3,1,22,1,300,1.0,1.0,strict_14_with_grace_period,47,10.0
997247,5479592,6,2,1,4,91,2,1000,2.0,2.0,strict_14_with_grace_period,333,10.0
1001517,5507751,4,26,1,6,113,2,200,2.0,2.0,strict_14_with_grace_period,70,10.0
1007174,5540061,6,26,3,2,45,3,90,1.0,2.0,moderate,9,10.0
1011428,5307709,1,26,1,6,351,7,90,3.0,4.0,moderate,15,10.0
1013504,1664327,4,26,3,1,18,2,200,1.0,1.0,flexible,46,10.0
1019309,3151394,11,15,1,4,50,1,1125,2.0,2.0,strict_14_with_grace_period,66,10.0
1051636,1809694,6,2,3,2,44,2,120,1.0,2.0,strict_14_with_grace_period,23,9.0
1056473,403236,6,2,1,4,122,3,35,2.0,2.0,moderate,167,10.0
1066945,5870021,4,22,3,2,36,2,365,1.0,1.0,strict_14_with_grace_period,143,10.0
1079898,1671446,14,26,3,1,14,3,360,1.0,1.0,strict_14_with_grace_period,25,10.0
1087636,5975456,4,2,3,1,22,1,13,1.0,1.0,moderate,26,10.0
1107979,6083480,9,26,3,1,17,1,1125,1.0,1.0,flexible,0,
1125048,6171755,3,2,3,2,114,2,3,1.0,1.0,flexible,0,
1130658,6203086,3,2,1,3,40,1,1125,2.0,2.0,moderate,14,10.0
1135302,6203086,3,2,3,3,19,2,1125,1.0,1.0,moderate,7,10.0
1147080,727250,14,2,3,3,20,2,1125,2.0,2.0,moderate,1,10.0
1162686,6359246,11,2,3,1,135,1,1125,1.0,,flexible,0,
1164876,212109,4,26,1,6,240,10,21,3.0,3.0,strict_14_with_grace_period,6,10.0
1167552,6393641,6,26,3,2,37,3,28,1.0,2.0,moderate,101,10.0
1170780,6409883,3,2,3,2,24,3,1125,1.0,1.0,moderate,17,10.0
1187817,4326326,6,2,1,3,41,180,360,1.0,1.0,strict_14_with_grace_period,50,10.0
1208312,6598890,6,2,3,2,49,2,7,1.0,1.0,flexible,0,
1211383,212109,4,26,3,2,44,5,21,1.0,0.0,strict_14_with_grace_period,20,10.0
1226234,6688806,11,2,1,4,136,3,24,2.0,2.0,moderate,21,10.0
1233187,4079778,4,2,3,1,19,1,1125,1.0,1.0,flexible,2,10.0
1236668,5525131,6,2,1,4,91,6,1125,3.0,0.0,strict_14_with_grace_period,4,7.0
1240549,6762049,6,2,1,4,68,3,1125,1.0,1.0,moderate,7,10.0
1283294,5755202,6,2,1,3,102,3,1000,1.0,1.0,moderate,108,10.0
1286695,6998716,11,2,1,2,62,5,1125,1.0,1.0,moderate,17,10.0
1288566,540705,11,2,1,2,211,4,1125,1.0,1.0,flexible,35,10.0
1309198,7116734,4,26,3,2,14,1,1125,1.0,1.0,strict_14_with_grace_period,1,10.0
1324525,7189850,3,2,3,2,25,1,1125,1.0,1.0,moderate,3,10.0
1335688,7242746,1,26,3,4,29,1,60,2.0,3.0,flexible,45,10.0
1337735,6775211,11,2,1,4,108,6,1125,2.0,2.0,moderate,44,10.0
1344188,7271395,3,2,3,2,34,3,15,1.0,1.0,moderate,213,10.0
1363110,6409883,3,2,3,2,24,3,1125,1.0,1.0,moderate,26,10.0
1378164,2492211,3,2,1,2,12,3,1125,1.0,1.0,strict_14_with_grace_period,30,9.0
1380783,7477163,11,2,3,3,96,2,30,1.0,2.0,moderate,116,10.0
1391370,2269083,11,2,3,1,11,2,1125,1.0,1.0,strict_14_with_grace_period,4,9.0
1397329,7007289,3,2,1,2,33,3,1125,1.0,3.0,moderate,0,
1403168,7569372,11,2,3,2,35,2,1125,1.0,0.0,strict_14_with_grace_period,1,10.0
1403218,3777702,6,26,3,2,23,1,1125,1.0,1.0,strict_14_with_grace_period,157,10.0
1404363,5341352,3,29,1,2,50,3,365,0.0,1.0,moderate,104,10.0
1411454,7609684,6,2,1,2,70,3,1125,1.0,1.0,strict_14_with_grace_period,251,10.0
1428423,7681297,3,2,3,2,54,1,1125,1.0,1.0,flexible,0,
1429120,6203086,3,2,3,1,15,2,1125,1.0,1.0,moderate,22,10.0
1441365,7738527,6,2,1,4,85,4,1125,2.0,2.0,strict_14_with_grace_period,77,10.0
1441434,7740056,6,2,1,2,95,2,250,1.0,1.0,moderate,205,10.0
1455119,3941419,16,26,3,2,44,1,1125,1.0,1.0,flexible,0,
1462549,7838265,11,2,1,2,75,7,1124,1.0,2.0,moderate,55,10.0
1476127,7900007,3,2,3,2,29,2,60,1.0,1.0,moderate,156,10.0
1483498,7936694,6,2,1,4,62,2,364,2.0,2.0,strict_14_with_grace_period,190,10.0
1483664,6373011,4,15,3,2,51,30,30,1.0,1.0,moderate,3,10.0
1511307,7473312,6,29,1,5,129,2,60,1.0,4.0,moderate,289,9.0
1514815,8069764,6,4,3,2,48,1,1125,1.0,1.0,flexible,13,9.0
1544767,4079778,4,29,1,3,45,1,1125,1.0,2.0,strict_14_with_grace_period,2,9.0
1547284,5341352,3,2,1,4,31,2,1125,2.0,3.0,moderate,42,10.0
1555819,8282570,6,2,1,3,83,3,1125,1.0,1.0,strict_14_with_grace_period,241,10.0
1565220,2518152,1,6,2,2,149,1,90,1.0,1.0,moderate,23,10.0
1571327,8355403,3,2,3,2,28,2,1125,1.0,1.0,flexible,7,10.0
1589621,7294169,6,2,3,2,20,2,1125,1.0,1.0,strict_14_with_grace_period,100,10.0
1599474,8098515,11,2,3,2,55,1,365,1.0,1.0,strict_14_with_grace_period,21,9.0
1627630,8282570,6,2,1,3,83,3,1125,1.0,2.0,strict_14_with_grace_period,224,10.0
1644188,8714971,11,2,1,3,107,5,30,2.0,2.0,strict_14_with_grace_period,11,10.0
1662282,4378849,6,2,1,4,90,10,1125,2.0,0.0,strict_14_with_grace_period,48,10.0
1664823,8818735,3,2,1,4,45,2,40,2.0,3.0,flexible,78,10.0
1676923,1971675,6,29,1,3,111,1,1125,1.0,2.0,strict_14_with_grace_period,189,10.0
1689161,8879557,6,2,1,3,86,3,1125,1.0,1.0,moderate,103,10.0
1727725,2518152,1,4,3,2,130,1,90,1.0,1.0,moderate,31,10.0
1736063,2518152,1,6,2,2,110,1,90,1.0,1.0,moderate,34,10.0
1751062,8155176,2,26,3,1,17,2,30,1.0,1.0,flexible,0,
1768385,1004821,6,15,1,6,74,1,90,2.0,3.0,flexible,168,10.0
1780789,4523316,6,2,3,2,36,3,1125,1.0,1.0,moderate,16,10.0
1826212,9556116,3,2,1,4,29,3,1125,2.0,3.0,flexible,89,10.0
1839523,9614284,15,2,3,2,750,1,1125,1.0,1.0,flexible,0,
1850394,9664207,6,2,1,6,108,2,60,2.0,3.0,moderate,250,10.0
1877286,5755202,6,2,1,2,119,3,1125,1.0,1.0,moderate,83,9.0
1890998,3320356,6,2,1,2,111,3,180,1.0,1.0,strict_14_with_grace_period,244,10.0
1901884,1914525,3,2,3,2,26,1,15,1.0,1.0,flexible,35,10.0
1905663,9891484,6,26,1,3,57,1,1125,2.0,2.0,flexible,1,10.0
1906586,8069764,6,4,3,2,58,1,1125,1.0,1.0,flexible,3,10.0
1915601,8355403,3,2,3,4,34,2,1125,1.0,2.0,strict_14_with_grace_period,6,10.0
1919273,9949877,6,2,3,2,20,2,180,1.0,1.0,moderate,73,10.0
1919310,9949877,6,2,3,2,19,2,1125,1.0,1.0,moderate,140,10.0
1919438,3494399,6,29,1,4,108,3,365,1.0,2.0,strict_14_with_grace_period,185,10.0
1920070,9953466,14,26,3,1,22,1,1125,1.0,2.0,moderate,3,10.0
1925256,2518152,1,6,3,2,110,1,90,1.0,1.0,moderate,36,10.0
1945351,340030,14,26,3,2,34,3,1125,1.0,1.0,flexible,2,10.0
1949644,10081994,6,2,1,4,55,2,90,2.0,2.0,flexible,62,10.0
1949769,8355403,3,2,1,6,91,1,1125,2.0,3.0,flexible,9,9.0
1967028,3440521,6,2,1,3,70,3,50,2.0,3.0,moderate,7,10.0
1988412,10128524,3,2,1,2,51,365,365,2.0,2.0,moderate,23,10.0
1999474,10300365,6,2,1,4,110,4,45,2.0,2.0,strict_14_with_grace_period,56,10.0
2004302,2566629,11,2,1,5,226,15,1125,2.0,2.0,strict_14_with_grace_period,0,
2007564,9155234,11,29,1,4,34,3,600,0.0,2.0,strict_14_with_grace_period,87,10.0
2015276,5974590,11,2,1,4,147,1,365,1.0,1.0,strict_14_with_grace_period,54,9.0
2030859,790208,11,26,3,6,50,2,365,2.0,5.0,strict_14_with_grace_period,50,10.0
2032342,10433685,6,26,1,6,49,4,90,3.0,3.0,moderate,28,10.0
2045772,1996741,6,2,1,2,44,3,1125,1.0,2.0,strict_14_with_grace_period,12,9.0
2046159,7682248,6,26,3,3,32,3,90,1.0,2.0,strict_14_with_grace_period,32,9.0
2056514,10531228,4,2,1,4,59,2,1125,1.0,2.0,flexible,34,10.0
2056622,10531228,4,29,1,3,78,2,1125,1.0,2.0,moderate,13,10.0
2056638,10531228,4,29,1,3,89,1,1125,1.0,1.0,moderate,21,9.0
2072354,10592410,4,22,1,2,34,3,1125,1.0,1.0,moderate,60,10.0
2075738,2339771,6,2,1,2,170,2,10,1.0,1.0,strict_14_with_grace_period,44,10.0
2083241,8282570,6,2,1,3,80,3,1125,1.0,2.0,strict_14_with_grace_period,191,10.0
2084093,10644799,15,29,1,4,25,1,1125,1.0,2.0,flexible,532,9.0
2088218,10659485,4,26,3,1,19,2,1125,1.0,1.0,flexible,5,10.0
2093036,3083561,11,2,3,2,110,1,1125,1.0,2.0,strict_14_with_grace_period,0,
2094427,3675629,11,2,1,2,83,3,120,1.0,1.0,flexible,63,10.0
2102817,2534084,3,26,4,8,255,3,15,1.0,6.0,flexible,0,
2103827,1811779,11,2,1,10,100,1,60,3.0,6.0,flexible,3,7.0
2112138,10592410,4,22,1,3,40,3,1125,1.0,2.0,moderate,37,9.0
2117709,4079778,4,29,1,2,31,1,1125,1.0,1.0,flexible,8,10.0
2118573,10802698,3,2,1,6,79,2,180,3.0,4.0,strict_14_with_grace_period,164,10.0
2127400,350668,6,35,3,2,96,2,7,1.0,0.0,moderate,155,10.0
2130176,1326107,6,2,1,4,53,5,1125,2.0,2.0,strict_14_with_grace_period,36,10.0
2139830,10897361,4,2,1,4,57,4,1125,2.0,2.0,flexible,0,
2141665,4425585,11,2,1,2,33,7,180,1.0,1.0,moderate,85,9.0
2165745,5324891,4,2,3,2,32,1,1125,1.0,1.0,flexible,1,10.0
2166030,5324891,4,2,3,1,27,1,1125,1.0,1.0,flexible,3,9.0
2171338,7473312,6,29,1,5,129,2,90,1.0,4.0,moderate,274,9.0
2182375,1979548,3,2,1,4,67,3,120,2.0,0.0,strict_14_with_grace_period,40,10.0
2188749,11161077,3,26,3,2,25,2,14,1.0,1.0,flexible,59,10.0
2228415,2518152,1,26,1,6,250,2,180,3.0,3.0,moderate,3,10.0
2233440,11401020,6,6,3,2,239,1,365,1.0,1.0,flexible,1,10.0
2237624,9350608,6,2,1,4,74,2,365,1.0,3.0,strict_14_with_grace_period,132,9.0
2238309,7165956,6,29,1,2,108,30,365,1.0,2.0,flexible,240,10.0
2257525,11528964,11,2,3,2,14,5,1125,1.0,1.0,flexible,32,9.0
2284377,11668406,11,2,3,2,42,15,1125,1.0,1.0,strict_14_with_grace_period,13,10.0
2289797,10211713,6,2,1,4,72,7,1125,2.0,2.0,strict_14_with_grace_period,271,10.0
2297044,8618270,6,33,1,2,112,2,1125,1.0,1.0,moderate,5,9.0
2297850,11736749,11,2,3,2,29,1,1125,1.0,2.0,moderate,214,9.0
2302327,9470995,6,2,3,2,74,3,1125,1.0,1.0,moderate,50,10.0
2307983,3887359,6,29,1,5,96,1,1125,2.0,4.0,moderate,214,10.0
2315918,8618270,6,2,1,2,100,2,1125,0.0,0.0,flexible,5,10.0
2318781,11841732,6,2,3,2,44,1,60,1.0,2.0,strict_14_with_grace_period,121,10.0
2332505,11913288,6,2,3,2,283,1,1125,1.0,2.0,flexible,0,
2338975,11945239,3,2,1,4,30,2,1125,2.0,2.0,moderate,42,10.0
2339021,60079,11,29,1,2,49,3,1125,0.0,1.0,moderate,90,10.0
2345760,11979276,3,2,3,1,25,3,15,1.0,1.0,flexible,0,
2350051,12000140,3,2,3,4,28,2,1125,1.0,2.0,moderate,13,9.0
2351615,11849051,4,2,3,1,14,1,3,1.0,1.0,flexible,0,
2368160,12099564,3,2,3,1,25,1,1125,1.0,1.0,flexible,0,
2373420,11928644,4,2,3,1,14,2,60,1.0,1.0,strict_14_with_grace_period,9,9.0
2401724,7729316,6,2,1,4,63,1,1125,2.0,3.0,flexible,86,10.0
2404572,12288989,6,2,3,2,44,2,32,1.0,1.0,flexible,1,10.0
2406485,9931809,11,2,3,2,19,2,1125,1.0,1.0,moderate,39,10.0
2407017,12304061,6,2,3,2,19,7,1125,1.0,1.0,moderate,0,
2419999,2872228,6,2,1,3,74,2,30,1.0,1.0,strict_14_with_grace_period,11,9.0
2424204,12389380,6,29,1,4,123,3,90,1.0,0.0,strict_14_with_grace_period,24,10.0
2436156,11926583,6,29,1,5,63,4,60,2.0,2.0,moderate,62,10.0
2444573,12497740,3,2,1,2,60,7,35,1.0,1.0,flexible,11,10.0
2447795,8324471,11,29,1,2,68,7,90,1.0,1.0,moderate,33,10.0
2454661,12035562,11,2,1,2,66,2,90,1.0,1.0,strict_14_with_grace_period,132,10.0
2484037,9852611,6,29,1,3,65,2,80,1.0,0.0,strict_14_with_grace_period,133,10.0
2488193,12389380,6,2,1,3,101,3,90,1.0,2.0,strict_14_with_grace_period,37,10.0
2506525,12829914,4,26,3,2,10,1,1125,1.0,0.0,flexible,46,10.0
2516668,3729922,3,2,3,1,17,30,150,1.0,1.0,flexible,0,
2519535,5870021,4,22,3,2,36,2,365,1.0,1.0,flexible,62,10.0
2521698,12910391,6,26,3,2,85,2,90,1.0,0.0,flexible,71,10.0
2537481,12992813,6,2,1,2,109,2,1125,1.0,1.0,moderate,235,10.0
2537521,4796027,6,2,1,6,138,2,90,2.0,2.0,flexible,161,10.0
2537695,12934396,6,2,1,4,102,3,1125,2.0,2.0,flexible,66,10.0
2540221,13007874,4,2,1,3,62,3,1125,2.0,2.0,moderate,27,9.0
2546210,13036898,3,2,3,1,13,5,1125,1.0,1.0,flexible,3,9.0
2547576,7520833,4,22,1,2,25,2,1125,1.0,1.0,flexible,36,10.0
2560062,10811347,6,2,3,2,19,1,1125,1.0,1.0,moderate,97,10.0
2565646,11513316,6,2,1,4,147,2,60,2.0,2.0,moderate,181,10.0
2600536,333463,4,26,3,1,17,2,1125,1.0,1.0,moderate,10,9.0
2601349,13321914,1,26,1,6,97,2,365,3.0,4.0,moderate,4,10.0
2601887,13323021,6,2,1,4,62,1,1125,1.0,2.0,strict_14_with_grace_period,25,10.0
2601933,8618270,6,2,1,2,112,3,1125,1.0,1.0,strict_14_with_grace_period,3,10.0
2608105,10633036,11,26,3,5,50,2,30,3.0,2.0,moderate,16,10.0
2643099,13530256,4,23,3,2,33,2,1125,1.0,1.0,strict_14_with_grace_period,37,10.0
2666125,2072566,6,2,1,4,147,10,90,2.0,3.0,moderate,95,10.0
2691955,13776595,6,2,3,2,57,14,1125,1.0,0.0,moderate,77,10.0
2702917,13833034,11,2,3,1,27,5,1125,1.0,2.0,flexible,10,9.0
2702990,13546932,11,2,3,2,40,1,1125,1.0,1.0,flexible,1,
2716649,2333285,6,2,3,3,102,3,20,1.0,3.0,strict_14_with_grace_period,0,
2729425,12581631,3,26,3,1,17,30,120,1.0,1.0,flexible,1,10.0
2729571,13969223,6,2,1,2,44,2,30,1.0,1.0,moderate,67,10.0
2730058,9228767,3,2,3,1,28,1,1125,1.0,1.0,flexible,0,
2730414,13973690,5,26,1,5,30,2,1125,3.0,3.0,flexible,5,8.0
2730883,12581631,3,26,3,2,16,28,365,1.0,1.0,flexible,14,10.0
2745912,14047971,3,22,1,1,16,7,1125,1.0,1.0,strict_14_with_grace_period,25,10.0
2755055,12175785,6,2,1,4,142,30,90,2.0,2.0,strict_14_with_grace_period,121,10.0
2755443,7936694,11,2,1,4,62,2,1125,2.0,2.0,strict_14_with_grace_period,53,10.0
2763003,6611559,4,2,3,2,15,5,300,1.0,1.0,strict_14_with_grace_period,39,10.0
2764638,193972,6,2,1,2,60,3,1125,1.0,1.0,flexible,1,8.0
2784853,5755202,15,2,1,2,44,6,1000,1.0,1.0,moderate,101,9.0
2789086,14266395,6,2,3,1,33,3,7,1.0,,strict_14_with_grace_period,0,
2794006,14291448,3,2,1,4,38,3,1125,2.0,2.0,moderate,22,10.0
